ItemID,ItemName,ItemDescription,Profession,ItemAtlas,ItemIcon,IconTransform,ItemAtlas1,ItemIcon1,ItemType,ItemQuality,ReqLevel,SellPrize,SortID,DoodadFx,Access,ShowTips,CanTrade,AuctionType,AuctionGroup,OverCnt,AuctionRange,AuctionUpperLimit,AuctPriceRecommend,AuctionRecentPrice,Overlap,NumberName,TimeLimit,Decompose,DecomposeGold,ItemEffect,ReqRoll,IsNeedShowTipsPanel,IsCanRecycle,Sell,BagType
1321021,24级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作24级魔力纹章,0,Item/Item,400,,,,16,1,24,,10000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=2,,,1,,1,,1
1321022,24级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作24级帷幕纹章,0,Item/Item,400,,,,16,1,24,,10000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=2,,,1,,1,,1
1321031,24级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作24级致命纹章,0,Item/Item,400,,,,16,1,24,,10000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=2,,,1,,1,,1
1321032,24级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作24级幸运纹章,0,Item/Item,400,,,,16,1,24,,10000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=2,,,1,,1,,1
1322001,24级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作24级巨熊纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322002,24级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作24级疾风纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322003,24级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作24级智慧纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322004,24级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作24级健康纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322011,24级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作24级破坏纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322012,24级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作24级铁壁纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322013,24级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作24级生命纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322021,24级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作24级魔力纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322022,24级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作24级帷幕纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322031,24级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作24级致命纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1322032,24级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作24级幸运纹章,0,Item/Item,400,,,,16,2,24,,190,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,131=3,,,1,,1,,1
1323001,24级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作24级巨熊纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323002,24级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作24级疾风纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323003,24级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作24级智慧纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323004,24级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作24级健康纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323011,24级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作24级破坏纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323012,24级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作24级铁壁纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323013,24级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作24级生命纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323021,24级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作24级魔力纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323022,24级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作24级帷幕纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323031,24级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作24级致命纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1323032,24级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作24级幸运纹章,0,Item/Item,400,,,,16,3,24,,140,,107=0|208=0,1,1,17,1,1,0.5=1.5,20,60,10000=7=90,20,个,,131=6,,,1,,1,,1
1401001,35巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作35级巨熊纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401002,35疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作35级疾风纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401003,35智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作35级智慧纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401004,35健康金属板,一块拥有神秘力量的金属板{n}可以用来制作35级健康纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401011,35破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作35级破坏纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401012,35铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作35级铁壁纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401013,35生命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级生命纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401021,35魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作35级魔力纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401022,35帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作35级帷幕纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401031,35致命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级致命纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1401032,35幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作35级幸运纹章,0,Item/Item,400,,,,16,1,35,,12000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=2,,,1,,1,,1
1402001,35巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作35级巨熊纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402002,35疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作35级疾风纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402003,35智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作35级智慧纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402004,35健康金属板,一块拥有神秘力量的金属板{n}可以用来制作35级健康纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402011,35破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作35级破坏纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402012,35铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作35级铁壁纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402013,35生命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级生命纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402021,35魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作35级魔力纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402022,35帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作35级帷幕纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402031,35致命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级致命纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1402032,35幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作35级幸运纹章,0,Item/Item,400,,,,16,2,35,,170,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,132=3,,,1,,1,,1
1403001,35巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作35级巨熊纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403002,35疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作35级疾风纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403003,35智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作35级智慧纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403004,35健康金属板,一块拥有神秘力量的金属板{n}可以用来制作35级健康纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403011,35破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作35级破坏纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403012,35铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作35级铁壁纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403013,35生命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级生命纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403021,35魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作35级魔力纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403022,35帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作35级帷幕纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403031,35致命金属板,一块拥有神秘力量的金属板{n}可以用来制作35级致命纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1403032,35幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作35级幸运纹章,0,Item/Item,400,,,,16,3,35,,120,,107=0|208=0,1,1,17,2,1,0.5=1.5,20,60,10000=7=90,20,个,,132=6,,,1,,1,,1
1501001,45级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作45级巨熊纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501002,45级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作45级疾风纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501003,45级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作45级智慧纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501004,45级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作45级健康纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501011,45级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作45级破坏纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501012,45级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作45级铁壁纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501013,45级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级生命纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501021,45级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作45级魔力纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501022,45级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作45级帷幕纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501031,45级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级致命纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1501032,45级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作45级幸运纹章,0,Item/Item,400,,,,16,1,45,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=2,,,1,,1,,1
1502001,45级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作45级巨熊纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502002,45级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作45级疾风纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502003,45级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作45级智慧纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502004,45级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作45级健康纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502011,45级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作45级破坏纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502012,45级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作45级铁壁纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502013,45级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级生命纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502021,45级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作45级魔力纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502022,45级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作45级帷幕纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502031,45级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级致命纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1502032,45级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作45级幸运纹章,0,Item/Item,400,,,,16,2,45,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,133=3,,,1,,1,,1
1503001,45级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作45级巨熊纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503002,45级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作45级疾风纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503003,45级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作45级智慧纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503004,45级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作45级健康纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503011,45级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作45级破坏纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503012,45级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作45级铁壁纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503013,45级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级生命纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503021,45级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作45级魔力纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503022,45级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作45级帷幕纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503031,45级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作45级致命纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1503032,45级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作45级幸运纹章,0,Item/Item,400,,,,16,3,45,,100,,107=0|208=0,1,1,17,3,1,0.5=1.5,20,60,10000=7=90,20,个,,133=6,,,1,,1,,1
1601001,55级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作巨熊纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601002,55级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作疾风纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601003,55级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作智慧纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601004,55级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作健康纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601011,55级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作破坏纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601012,55级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作铁壁纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601013,55级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作生命纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601021,55级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作魔力纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601022,55级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作帷幕纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601031,55级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作致命纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1601032,55级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作幸运纹章,0,Item/Item,400,,,,16,1,55,,14000,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=2,,,1,,1,,1
1602001,55级巨熊金属板,一块拥有神秘力量的金属板{n}可以用来制作巨熊纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602002,55级疾风金属板,一块拥有神秘力量的金属板{n}可以用来制作疾风纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602003,55级智慧金属板,一块拥有神秘力量的金属板{n}可以用来制作智慧纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602004,55级健康金属板,一块拥有神秘力量的金属板{n}可以用来制作健康纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602011,55级破坏金属板,一块拥有神秘力量的金属板{n}可以用来制作破坏纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602012,55级铁壁金属板,一块拥有神秘力量的金属板{n}可以用来制作铁壁纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602013,55级生命金属板,一块拥有神秘力量的金属板{n}可以用来制作生命纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602021,55级魔力金属板,一块拥有神秘力量的金属板{n}可以用来制作魔力纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602022,55级帷幕金属板,一块拥有神秘力量的金属板{n}可以用来制作帷幕纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602031,55级致命金属板,一块拥有神秘力量的金属板{n}可以用来制作致命纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
1602032,55级幸运金属板,一块拥有神秘力量的金属板{n}可以用来制作幸运纹章,0,Item/Item,400,,,,16,2,55,,150,,107=0|208=0,1,0,0,0,99,0.5=1.5,99,0,,9999,个,,134=3,,,1,,1,,1
